image_id,poi_id,label_class,file_path,dataset_split,width_px,height_px,capture_conditions,occlusion_pct,licence,updated_at
lmk_64f72066,poi_5cc02bcd,rock_climbing_wall,media/landmarks/poi_5cc02bcd/07.jpg,eval,1024,768,crowded,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e7bfc21c,poi_5cc02bcd,rock_climbing_wall,media/landmarks/poi_5cc02bcd/08.jpg,eval,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_39eac242,poi_5cc02bcd,rock_climbing_wall,media/landmarks/poi_5cc02bcd/09.jpg,eval,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_acfed647,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/00.jpg,train,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d131effb,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/01.jpg,train,1024,768,night,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_ff8f8759,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/02.jpg,train,1024,768,dusk,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e58f84c3,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/03.jpg,train,1024,768,daylight,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6c5224fc,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/04.jpg,train,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_c64b92b8,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/05.jpg,train,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_1e7b88a3,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/06.jpg,train,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_010a6400,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/07.jpg,eval,1024,768,daylight,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_0c057df6,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/08.jpg,eval,1024,768,rain,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_04bbf8d8,poi_5bfdc682,kochi_lake,media/landmarks/poi_5bfdc682/09.jpg,eval,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e7636fc7,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/00.jpg,train,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6951eeb0,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/01.jpg,train,1024,768,night,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_37a82072,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/02.jpg,train,1024,768,crowded,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_4d3f3c5a,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/03.jpg,train,1024,768,crowded,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_fddfc593,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/04.jpg,train,1024,768,dusk,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d51908ce,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/05.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_125d0806,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/06.jpg,train,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_7e1d3f80,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/07.jpg,eval,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_386399d6,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/08.jpg,eval,1024,768,dusk,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_53b2dc9d,poi_7b4e4d8d,jodhpur_bird_sanctuary,media/landmarks/poi_7b4e4d8d/09.jpg,eval,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_effadf51,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/00.jpg,train,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_fa2615e7,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/01.jpg,train,1024,768,daylight,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e308131e,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/02.jpg,train,1024,768,dusk,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d14f03cb,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/03.jpg,train,1024,768,night,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_f8752a07,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/04.jpg,train,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_c785407d,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/05.jpg,train,1024,768,dusk,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b7897eec,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/06.jpg,train,1024,768,crowded,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_bb756974,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/07.jpg,eval,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_3d80a537,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/08.jpg,eval,1024,768,night,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_3f401562,poi_38e00d19,city_walls_walk,media/landmarks/poi_38e00d19/09.jpg,eval,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_7e08ce3e,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/00.jpg,train,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_cbf3c1dc,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/01.jpg,train,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_168316de,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/02.jpg,train,1024,768,night,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_0f7d8f4e,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/03.jpg,train,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_a2fcc763,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/04.jpg,train,1024,768,dusk,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b73a1c57,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/05.jpg,train,1024,768,daylight,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_fcdb0500,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/06.jpg,train,1024,768,dusk,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6da3d48e,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/07.jpg,eval,1024,768,night,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_450034af,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/08.jpg,eval,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d10c3b71,poi_a81484fe,fishermen's_cove,media/landmarks/poi_a81484fe/09.jpg,eval,1024,768,night,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b6e724f7,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/00.jpg,train,1024,768,crowded,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_f2664fd1,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/01.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_69c39ffc,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/02.jpg,train,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_cb5ed17b,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/03.jpg,train,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_345b609c,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/04.jpg,train,1024,768,crowded,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d9b8f3a6,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/05.jpg,train,1024,768,dusk,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_7864d071,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/06.jpg,train,1024,768,dusk,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_150863dc,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/07.jpg,eval,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_cc6d808d,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/08.jpg,eval,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_72196c15,poi_a6ab1a68,quiet_bay,media/landmarks/poi_a6ab1a68/09.jpg,eval,1024,768,dusk,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_bc2e19ed,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/00.jpg,train,1024,768,crowded,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_142c6d53,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/01.jpg,train,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_ab876b89,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/02.jpg,train,1024,768,crowded,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_c209f1de,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/03.jpg,train,1024,768,night,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6baf13e1,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/04.jpg,train,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_bb54305f,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/05.jpg,train,1024,768,crowded,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_f87ddedf,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/06.jpg,train,1024,768,dusk,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_92ed887b,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/07.jpg,eval,1024,768,dusk,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_9ba24867,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/08.jpg,eval,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6683528f,poi_e435c16e,hot_springs,media/landmarks/poi_e435c16e/09.jpg,eval,1024,768,dusk,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e75029c6,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/00.jpg,train,1024,768,daylight,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_845a1728,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/01.jpg,train,1024,768,dusk,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_da839059,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/02.jpg,train,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_9ed8156a,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/03.jpg,train,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e561beee,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/04.jpg,train,1024,768,dusk,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_c6e0df62,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/05.jpg,train,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6c297110,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/06.jpg,train,1024,768,night,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_aaea741e,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/07.jpg,eval,1024,768,rain,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_308f1ba9,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/08.jpg,eval,1024,768,daylight,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b942c2b6,poi_90b70970,watchtower_terrace,media/landmarks/poi_90b70970/09.jpg,eval,1024,768,night,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_01843eef,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/00.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b206108e,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/01.jpg,train,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_4c4588f5,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/02.jpg,train,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_b7426067,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/03.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_ee1322db,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/04.jpg,train,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_69d23e03,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/05.jpg,train,1024,768,night,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_fb92cc40,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/06.jpg,train,1024,768,crowded,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_a9bf9162,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/07.jpg,eval,1024,768,crowded,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_fde059c6,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/08.jpg,eval,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_2b61af69,poi_b96fd714,city_walls_walk,media/landmarks/poi_b96fd714/09.jpg,eval,1024,768,rain,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_5f746adc,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/00.jpg,train,1024,768,daylight,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_8df4268a,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/01.jpg,train,1024,768,daylight,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_60a73baa,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/02.jpg,train,1024,768,rain,5,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6d60d53f,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/03.jpg,train,1024,768,rain,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_576d7db3,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/04.jpg,train,1024,768,night,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d0fb996f,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/05.jpg,train,1024,768,rain,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_a043d5e6,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/06.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_3619cb15,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/07.jpg,eval,1024,768,rain,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_1af864ed,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/08.jpg,eval,1024,768,crowded,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6cf51955,poi_d0d48d2e,rock_garden,media/landmarks/poi_d0d48d2e/09.jpg,eval,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_61d6ff9b,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/00.jpg,train,1024,768,night,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_dc31e72d,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/01.jpg,train,1024,768,dusk,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_1dad62f2,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/02.jpg,train,1024,768,crowded,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_d369cf01,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/03.jpg,train,1024,768,daylight,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_4ed50cb2,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/04.jpg,train,1024,768,dusk,30,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_6adfc2ff,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/05.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_817fb963,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/06.jpg,train,1024,768,daylight,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_2ea0041a,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/07.jpg,eval,1024,768,night,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_2238d977,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/08.jpg,eval,1024,768,dusk,45,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_54740e0d,poi_5252b3dc,coffee_roastery_tour,media/landmarks/poi_5252b3dc/09.jpg,eval,1024,768,rain,15,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_e3ae3eea,poi_9eab0466,cooking_class_at_old_town,media/landmarks/poi_9eab0466/00.jpg,train,1024,768,night,0,synthetic_cc0,2026-08-18T10:00:00+05:30
lmk_17f0aab2,poi_9eab0466,cooking_class_at_old_town,media/landmarks/poi_9eab0466/01.jpg,train,1024,768,rain,45,synthetic_cc0,2026-08-18T10:00:00+05:30
