media_id,poi_id,file_path,media_role,alt_text,label_class,dataset_split,width_px,height_px,capture_conditions,updated_at
pmd_2c1a8c4e,poi_6949e353,media/poi/poi_6949e353/0.jpg,landmark,Great Mosque of Udaipur in Udaipur,great_mosque_of_udaipur,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_3a51670d,poi_6949e353,media/poi/poi_6949e353/1.jpg,landmark,Great Mosque of Udaipur in Udaipur,great_mosque_of_udaipur,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_79f773dd,poi_9e725958,media/poi/poi_9e725958/0.jpg,landmark,Udaipur Street Food Lane in Udaipur,udaipur_street_food_lane,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_ac9aa788,poi_9e725958,media/poi/poi_9e725958/1.jpg,landmark,Udaipur Street Food Lane in Udaipur,udaipur_street_food_lane,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_f6205859,poi_7d81053b,media/poi/poi_7d81053b/0.jpg,landmark,Maritime Museum in Udaipur,maritime_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_84df0c5d,poi_7d81053b,media/poi/poi_7d81053b/1.jpg,landmark,Maritime Museum in Udaipur,maritime_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_64885276,poi_3ca0d3de,media/poi/poi_3ca0d3de/0.jpg,landmark,Maritime Museum in Udaipur,maritime_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_3ff96a3f,poi_3ca0d3de,media/poi/poi_3ca0d3de/1.jpg,landmark,Maritime Museum in Udaipur,maritime_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_4b3446b6,poi_d052fde5,media/poi/poi_d052fde5/0.jpg,landmark,Botanical Gardens in Udaipur,botanical_gardens,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_4b580f3a,poi_d052fde5,media/poi/poi_d052fde5/1.jpg,landmark,Botanical Gardens in Udaipur,botanical_gardens,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_c25d697f,poi_1559dff8,media/poi/poi_1559dff8/0.jpg,landmark,Riverside Lounge in Udaipur,riverside_lounge,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_05f9762a,poi_1559dff8,media/poi/poi_1559dff8/1.jpg,landmark,Riverside Lounge in Udaipur,riverside_lounge,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_08907470,poi_6b45f5d8,media/poi/poi_6b45f5d8/0.jpg,landmark,Rock Garden in Udaipur,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_1e39c4b6,poi_6b45f5d8,media/poi/poi_6b45f5d8/1.jpg,landmark,Rock Garden in Udaipur,rock_garden,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_7625b52a,poi_87f14af2,media/poi/poi_87f14af2/0.jpg,landmark,Backwater Channel in Udaipur,backwater_channel,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_ca6d2ccc,poi_87f14af2,media/poi/poi_87f14af2/1.jpg,landmark,Backwater Channel in Udaipur,backwater_channel,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_7fd8203a,poi_c9ad2e61,media/poi/poi_c9ad2e61/0.jpg,landmark,Coffee Roastery Tour in Udaipur,coffee_roastery_tour,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_1815fff5,poi_c9ad2e61,media/poi/poi_c9ad2e61/1.jpg,landmark,Coffee Roastery Tour in Udaipur,coffee_roastery_tour,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_57b4a6b0,poi_455fd66d,media/poi/poi_455fd66d/0.jpg,landmark,Riverside Ghats in Udaipur,riverside_ghats,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_f8747c28,poi_455fd66d,media/poi/poi_455fd66d/1.jpg,landmark,Riverside Ghats in Udaipur,riverside_ghats,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_65688149,poi_3514f780,media/poi/poi_3514f780/0.jpg,landmark,"Jazz Cellar, Udaipur in Udaipur","jazz_cellar,_udaipur",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_3b2af8d7,poi_3514f780,media/poi/poi_3514f780/1.jpg,landmark,"Jazz Cellar, Udaipur in Udaipur","jazz_cellar,_udaipur",train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_eed96264,poi_690e8c3f,media/poi/poi_690e8c3f/0.jpg,landmark,"Gallery of Modern Art, Udaipur in Udaipur","gallery_of_modern_art,_udaipur",train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_b4605cf1,poi_690e8c3f,media/poi/poi_690e8c3f/1.jpg,landmark,"Gallery of Modern Art, Udaipur in Udaipur","gallery_of_modern_art,_udaipur",train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_819625d3,poi_a6e080dd,media/poi/poi_a6e080dd/0.jpg,landmark,Night Food Bazaar in Jodhpur,night_food_bazaar,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_de223745,poi_a6e080dd,media/poi/poi_a6e080dd/1.jpg,landmark,Night Food Bazaar in Jodhpur,night_food_bazaar,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_38602ea4,poi_7b4e4d8d,media/poi/poi_7b4e4d8d/0.jpg,landmark,Jodhpur Bird Sanctuary in Jodhpur,jodhpur_bird_sanctuary,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_f147aa1a,poi_7b4e4d8d,media/poi/poi_7b4e4d8d/1.jpg,landmark,Jodhpur Bird Sanctuary in Jodhpur,jodhpur_bird_sanctuary,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_e9b5a889,poi_d607a9e8,media/poi/poi_d607a9e8/0.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_26299b7b,poi_d607a9e8,media/poi/poi_d607a9e8/1.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_e60311d6,poi_3383cc81,media/poi/poi_3383cc81/0.jpg,landmark,"Jazz Cellar, Jodhpur in Jodhpur","jazz_cellar,_jodhpur",train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_9b4d9aac,poi_3383cc81,media/poi/poi_3383cc81/1.jpg,landmark,"Jazz Cellar, Jodhpur in Jodhpur","jazz_cellar,_jodhpur",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_00a6ec6b,poi_84c56970,media/poi/poi_84c56970/0.jpg,landmark,Spice Market Walk in Jodhpur,spice_market_walk,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_c154fd5f,poi_84c56970,media/poi/poi_84c56970/1.jpg,landmark,Spice Market Walk in Jodhpur,spice_market_walk,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_7311f8f1,poi_f5507243,media/poi/poi_f5507243/0.jpg,landmark,Riverside Lounge in Jodhpur,riverside_lounge,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_245b66cc,poi_f5507243,media/poi/poi_f5507243/1.jpg,landmark,Riverside Lounge in Jodhpur,riverside_lounge,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_3464436e,poi_8c370a2f,media/poi/poi_8c370a2f/0.jpg,landmark,Rock Garden in Jodhpur,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_b264f58c,poi_8c370a2f,media/poi/poi_8c370a2f/1.jpg,landmark,Rock Garden in Jodhpur,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_9a25fa74,poi_423f2b73,media/poi/poi_423f2b73/0.jpg,landmark,Hot Springs in Jodhpur,hot_springs,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_21bc1a04,poi_423f2b73,media/poi/poi_423f2b73/1.jpg,landmark,Hot Springs in Jodhpur,hot_springs,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_97510680,poi_529792ec,media/poi/poi_529792ec/0.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_94816753,poi_529792ec,media/poi/poi_529792ec/1.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_22385a47,poi_4ae9c459,media/poi/poi_4ae9c459/0.jpg,landmark,Handloom Cooperative in Jodhpur,handloom_cooperative,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_97a62825,poi_4ae9c459,media/poi/poi_4ae9c459/1.jpg,landmark,Handloom Cooperative in Jodhpur,handloom_cooperative,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_fb238808,poi_da092f1e,media/poi/poi_da092f1e/0.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_964dd310,poi_da092f1e,media/poi/poi_da092f1e/1.jpg,landmark,Yoga Shala in Jodhpur,yoga_shala,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_cea815fc,poi_efb828ad,media/poi/poi_efb828ad/0.jpg,landmark,Jodhpur Viewpoint in Jodhpur,jodhpur_viewpoint,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_6b5b86b0,poi_efb828ad,media/poi/poi_efb828ad/1.jpg,landmark,Jodhpur Viewpoint in Jodhpur,jodhpur_viewpoint,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_438da983,poi_04f0ba08,media/poi/poi_04f0ba08/0.jpg,landmark,Rock Garden in Jodhpur,rock_garden,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_509c5a90,poi_04f0ba08,media/poi/poi_04f0ba08/1.jpg,landmark,Rock Garden in Jodhpur,rock_garden,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_b7cce600,poi_e4abebbd,media/poi/poi_e4abebbd/0.jpg,landmark,"Jazz Cellar, Jodhpur in Jodhpur","jazz_cellar,_jodhpur",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_85a5fde4,poi_e4abebbd,media/poi/poi_e4abebbd/1.jpg,landmark,"Jazz Cellar, Jodhpur in Jodhpur","jazz_cellar,_jodhpur",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_93b5e16e,poi_ea18f6ef,media/poi/poi_ea18f6ef/0.jpg,landmark,Hot Springs in Jodhpur,hot_springs,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_c55f28d2,poi_ea18f6ef,media/poi/poi_ea18f6ef/1.jpg,landmark,Hot Springs in Jodhpur,hot_springs,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_93893bf5,poi_4ea03993,media/poi/poi_4ea03993/0.jpg,landmark,Jaisalmer Bird Sanctuary in Jaisalmer,jaisalmer_bird_sanctuary,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_2859fb90,poi_4ea03993,media/poi/poi_4ea03993/1.jpg,landmark,Jaisalmer Bird Sanctuary in Jaisalmer,jaisalmer_bird_sanctuary,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_39ef9578,poi_5f6b0929,media/poi/poi_5f6b0929/0.jpg,landmark,Jaisalmer Temple in Jaisalmer,jaisalmer_temple,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_62e8ab61,poi_5f6b0929,media/poi/poi_5f6b0929/1.jpg,landmark,Jaisalmer Temple in Jaisalmer,jaisalmer_temple,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_9a803a16,poi_55aa9e6a,media/poi/poi_55aa9e6a/0.jpg,landmark,Rock Climbing Wall in Jaisalmer,rock_climbing_wall,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_eff0bc4d,poi_55aa9e6a,media/poi/poi_55aa9e6a/1.jpg,landmark,Rock Climbing Wall in Jaisalmer,rock_climbing_wall,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_089baff4,poi_51183123,media/poi/poi_51183123/0.jpg,landmark,Jaisalmer City Museum in Jaisalmer,jaisalmer_city_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_5f249d77,poi_51183123,media/poi/poi_51183123/1.jpg,landmark,Jaisalmer City Museum in Jaisalmer,jaisalmer_city_museum,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_9bf02f9a,poi_a81484fe,media/poi/poi_a81484fe/0.jpg,landmark,Fishermen's Cove in Jaisalmer,fishermen's_cove,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_0c97bf5e,poi_a81484fe,media/poi/poi_a81484fe/1.jpg,landmark,Fishermen's Cove in Jaisalmer,fishermen's_cove,eval,1280,960,,2026-08-18T10:00:00+05:30
pmd_dafeff62,poi_047adfc6,media/poi/poi_047adfc6/0.jpg,landmark,Kayaking at Jaisalmer in Jaisalmer,kayaking_at_jaisalmer,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_ca07b783,poi_047adfc6,media/poi/poi_047adfc6/1.jpg,landmark,Kayaking at Jaisalmer in Jaisalmer,kayaking_at_jaisalmer,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_27db6e87,poi_fb32afcd,media/poi/poi_fb32afcd/0.jpg,landmark,Puppet Museum in Jaisalmer,puppet_museum,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_22efbfe7,poi_fb32afcd,media/poi/poi_fb32afcd/1.jpg,landmark,Puppet Museum in Jaisalmer,puppet_museum,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_4d0bb9fe,poi_40f22ba7,media/poi/poi_40f22ba7/0.jpg,landmark,"Gallery of Modern Art, Jaisalmer in Jaisalmer","gallery_of_modern_art,_jaisalmer",train,1280,960,,2026-08-18T10:00:00+05:30
pmd_4694632f,poi_40f22ba7,media/poi/poi_40f22ba7/1.jpg,landmark,"Gallery of Modern Art, Jaisalmer in Jaisalmer","gallery_of_modern_art,_jaisalmer",train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_f51a63fd,poi_6e34d5eb,media/poi/poi_6e34d5eb/0.jpg,landmark,Chhatri Complex in Jaisalmer,chhatri_complex,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_3ec803b2,poi_6e34d5eb,media/poi/poi_6e34d5eb/1.jpg,landmark,Chhatri Complex in Jaisalmer,chhatri_complex,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_fddfeda8,poi_51f80251,media/poi/poi_51f80251/0.jpg,landmark,Ayurveda Centre in Jaisalmer,ayurveda_centre,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_e1586fb8,poi_51f80251,media/poi/poi_51f80251/1.jpg,landmark,Ayurveda Centre in Jaisalmer,ayurveda_centre,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_9f106bff,poi_e29c4169,media/poi/poi_e29c4169/0.jpg,landmark,Jain Temple Complex in Jaisalmer,jain_temple_complex,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_52a21fe4,poi_e29c4169,media/poi/poi_e29c4169/1.jpg,landmark,Jain Temple Complex in Jaisalmer,jain_temple_complex,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_d02117b1,poi_d80fc6c2,media/poi/poi_d80fc6c2/0.jpg,landmark,Jaisalmer Observatory in Jaisalmer,jaisalmer_observatory,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_4355aab0,poi_d80fc6c2,media/poi/poi_d80fc6c2/1.jpg,landmark,Jaisalmer Observatory in Jaisalmer,jaisalmer_observatory,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_794f954c,poi_4f63e9d4,media/poi/poi_4f63e9d4/0.jpg,landmark,Yoga Shala in Jaisalmer,yoga_shala,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_8a523074,poi_4f63e9d4,media/poi/poi_4f63e9d4/1.jpg,landmark,Yoga Shala in Jaisalmer,yoga_shala,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_bd581785,poi_a24ebe04,media/poi/poi_a24ebe04/0.jpg,landmark,Butterfly Reserve in Jaisalmer,butterfly_reserve,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_3abaa324,poi_a24ebe04,media/poi/poi_a24ebe04/1.jpg,landmark,Butterfly Reserve in Jaisalmer,butterfly_reserve,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_2ff5d69c,poi_82b1e711,media/poi/poi_82b1e711/0.jpg,landmark,Jaisalmer Temple in Jaisalmer,jaisalmer_temple,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_5c0632fe,poi_82b1e711,media/poi/poi_82b1e711/1.jpg,landmark,Jaisalmer Temple in Jaisalmer,jaisalmer_temple,eval,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_bedff5d5,poi_99eeb49d,media/poi/poi_99eeb49d/0.jpg,landmark,Riverside Lounge in Agra,riverside_lounge,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_9a98a722,poi_99eeb49d,media/poi/poi_99eeb49d/1.jpg,landmark,Riverside Lounge in Agra,riverside_lounge,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_be60bb79,poi_2918d9a5,media/poi/poi_2918d9a5/0.jpg,landmark,Cooking Class at Old Town in Agra,cooking_class_at_old_town,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_dd58af00,poi_2918d9a5,media/poi/poi_2918d9a5/1.jpg,landmark,Cooking Class at Old Town in Agra,cooking_class_at_old_town,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_5f906c64,poi_a9e46e7f,media/poi/poi_a9e46e7f/0.jpg,landmark,Night Food Bazaar in Agra,night_food_bazaar,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_1117be4b,poi_a9e46e7f,media/poi/poi_a9e46e7f/1.jpg,landmark,Night Food Bazaar in Agra,night_food_bazaar,eval,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_d96b98ec,poi_1153b6f1,media/poi/poi_1153b6f1/0.jpg,landmark,Ayurveda Centre in Agra,ayurveda_centre,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_7b70bb40,poi_1153b6f1,media/poi/poi_1153b6f1/1.jpg,landmark,Ayurveda Centre in Agra,ayurveda_centre,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_e0e6b0d8,poi_e698d1f2,media/poi/poi_e698d1f2/0.jpg,landmark,North Beach in Agra,north_beach,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_3bc4b160,poi_e698d1f2,media/poi/poi_e698d1f2/1.jpg,landmark,North Beach in Agra,north_beach,eval,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_53ad073e,poi_cc30bc8d,media/poi/poi_cc30bc8d/0.jpg,landmark,Quiet Bay in Agra,quiet_bay,train,1280,960,dusk,2026-08-18T10:00:00+05:30
pmd_9123da6d,poi_cc30bc8d,media/poi/poi_cc30bc8d/1.jpg,landmark,Quiet Bay in Agra,quiet_bay,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_5a425ac7,poi_d94e1880,media/poi/poi_d94e1880/0.jpg,landmark,Backwater Channel in Agra,backwater_channel,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_c9a803da,poi_d94e1880,media/poi/poi_d94e1880/1.jpg,landmark,Backwater Channel in Agra,backwater_channel,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_49cf8613,poi_4733b6f0,media/poi/poi_4733b6f0/0.jpg,landmark,Yoga Shala in Agra,yoga_shala,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_d0aede54,poi_4733b6f0,media/poi/poi_4733b6f0/1.jpg,landmark,Yoga Shala in Agra,yoga_shala,train,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_5806156b,poi_de929193,media/poi/poi_de929193/0.jpg,landmark,Rock Garden in Agra,rock_garden,train,1280,960,daylight,2026-08-18T10:00:00+05:30
pmd_c677cc53,poi_de929193,media/poi/poi_de929193/1.jpg,landmark,Rock Garden in Agra,rock_garden,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_1dcc506c,poi_ecc44f4e,media/poi/poi_ecc44f4e/0.jpg,landmark,Quiet Bay in Agra,quiet_bay,train,1280,960,,2026-08-18T10:00:00+05:30
pmd_22e56a9e,poi_ecc44f4e,media/poi/poi_ecc44f4e/1.jpg,landmark,Quiet Bay in Agra,quiet_bay,eval,1280,960,indoor,2026-08-18T10:00:00+05:30
pmd_886ad4cf,poi_23e1e6ef,media/poi/poi_23e1e6ef/0.jpg,landmark,Riverside Ghats in Agra,riverside_ghats,train,1280,960,crowded,2026-08-18T10:00:00+05:30
pmd_2acafce2,poi_23e1e6ef,media/poi/poi_23e1e6ef/1.jpg,landmark,Riverside Ghats in Agra,riverside_ghats,eval,1280,960,,2026-08-18T10:00:00+05:30
